🧑🏻‍🏭	factory worker: light skin tone	assembly|factory|factory worker: light skin tone|industrial|light|light skin tone|skin|tone|worker
🧑🏼‍🏭	factory worker: medium-light skin tone	assembly|factory|factory worker: medium-light skin tone|industrial|light|medium|medium-light skin tone|skin|tone|worker
🧑🏽‍🏭	factory worker: medium skin tone	assembly|factory|factory worker: medium skin tone|industrial|medium|medium skin tone|skin|tone|worker
🧑🏾‍🏭	factory worker: medium-dark skin tone	assembly|dark|factory|factory worker: medium-dark skin tone|industrial|medium|medium-dark skin tone|skin|tone|worker
🧑🏿‍🏭	factory worker: dark skin tone	assembly|dark|dark skin tone|factory|factory worker: dark skin tone|industrial|skin|tone|worker
👨‍🏭	man factory worker	assembly|factory|industrial|man|man factory worker|worker
👨🏻‍🏭	man factory worker: light skin tone	assembly|factory|industrial|light|light skin tone|man|man factory worker: light skin tone|skin|tone|worker
👨🏼‍🏭	man factory worker: medium-light skin tone	assembly|factory|industrial|light|man|man factory worker: medium-light skin tone|medium|medium-light skin tone|skin|tone|worker
👨🏽‍🏭	man factory worker: medium skin tone	assembly|factory|industrial|man|man factory worker: medium skin tone|medium|medium skin tone|skin|tone|worker
👨🏾‍🏭	man factory worker: medium-dark skin tone	assembly|dark|factory|industrial|man|man factory worker: medium-dark skin tone|medium|medium-dark skin tone|skin|tone|worker
👨🏿‍🏭	man factory worker: dark skin tone	assembly|dark|dark skin tone|factory|industrial|man|man factory worker: dark skin tone|skin|tone|worker
👩‍🏭	woman factory worker	assembly|factory|industrial|woman|woman factory worker|worker
👩🏻‍🏭	woman factory worker: light skin tone	assembly|factory|industrial|light|light skin tone|skin|tone|woman|woman factory worker: light skin tone|worker
👩🏼‍🏭	woman factory worker: medium-light skin tone	assembly|factory|industrial|light|medium|medium-light skin tone|skin|tone|woman|woman factory worker: medium-light skin tone|worker
👩🏽‍🏭	woman factory worker: medium skin tone	assembly|factory|industrial|medium|medium skin tone|skin|tone|woman|woman factory worker: medium skin tone|worker
👩🏾‍🏭	woman factory worker: medium-dark skin tone	assembly|dark|factory|industrial|medium|medium-dark skin tone|skin|tone|woman|woman factory worker: medium-dark skin tone|worker
👩🏿‍🏭	woman factory worker: dark skin tone	assembly|dark|dark skin tone|factory|industrial|skin|tone|woman|woman factory worker: dark skin tone|worker
🧑‍💼	office worker	architect|business|manager|office|office worker|white-collar|worker
🧑🏻‍💼	office worker: light skin tone	architect|business|light|light skin tone|manager|office|office worker: light skin tone|skin|tone|white-collar|worker
🧑🏼‍💼	office worker: medium-light skin tone	architect|business|light|manager|medium|medium-light skin tone|office|office worker: medium-light skin tone|skin|tone|white-collar|worker
🧑🏽‍💼	office worker: medium skin tone	architect|business|manager|medium|medium skin tone|office|office worker: medium skin tone|skin|tone|white-collar|worker
🧑🏾‍💼	office worker: medium-dark skin tone	architect|business|dark|manager|medium|medium-dark skin tone|office|office worker: medium-dark skin tone|skin|tone|white-collar|worker
🧑🏿‍💼	office worker: dark skin tone	architect|business|dark|dark skin tone|manager|office|office worker: dark skin tone|skin|tone|white-collar|worker
👨‍💼	man office worker	architect|business|man|man office worker|manager|office|white-collar|worker
👨🏻‍💼	man office worker: light skin tone	architect|business|light|light skin tone|man|man office worker: light skin tone|manager|office|skin|tone|white-collar|worker
👨🏼‍💼	man office worker: medium-light skin tone	architect|business|light|man|man office worker: medium-light skin tone|manager|medium|medium-light skin tone|office|skin|tone|white-collar|worker
👨🏽‍💼	man office worker: medium skin tone	architect|business|man|man office worker: medium skin tone|manager|medium|medium skin tone|office|skin|tone|white-collar|worker
👨🏾‍💼	man office worker: medium-dark skin tone	architect|business|dark|man|man office worker: medium-dark skin tone|manager|medium|medium-dark skin tone|office|skin|tone|white-collar|worker
👨🏿‍💼	man office worker: dark skin tone	architect|business|dark|dark skin tone|man|man office worker: dark skin tone|manager|office|skin|tone|white-collar|worker
👩‍💼	woman office worker	architect|business|manager|office|white-collar|woman|woman office worker|worker
👩🏻‍💼	woman office worker: light skin tone	architect|business|light|light skin tone|manager|office|skin|tone|white-collar|woman|woman office worker: light skin tone|worker
👩🏼‍💼	woman office worker: medium-light skin tone	architect|business|light|manager|medium|medium-light skin tone|office|skin|tone|white-collar|woman|woman office worker: medium-light skin tone|worker
👩🏽‍💼	woman office worker: medium skin tone	architect|business|manager|medium|medium skin tone|office|skin|tone|white-collar|woman|woman office worker: medium skin tone|worker
👩🏾‍💼	woman office worker: medium-dark skin tone	architect|business|dark|manager|medium|medium-dark skin tone|office|skin|tone|white-collar|woman|woman office worker: medium-dark skin tone|worker
👩🏿‍💼	woman office worker: dark skin tone	architect|business|dark|dark skin tone|manager|office|skin|tone|white-collar|woman|woman office worker: dark skin tone|worker
🧑‍🔬	scientist	biologist|chemist|engineer|mathematician|physicist|scientist
🧑🏻‍🔬	scientist: light skin tone	biologist|chemist|engineer|light|light skin tone|mathematician|physicist|scientist|scientist: light skin tone|skin|tone
🧑🏼‍🔬	scientist: medium-light skin tone	biologist|chemist|engineer|light|mathematician|medium|medium-light skin tone|physicist|scientist|scientist: medium-light skin tone|skin|tone
🧑🏽‍🔬	scientist: medium skin tone	biologist|chemist|engineer|mathematician|medium|medium skin tone|physicist|scientist|scientist: medium skin tone|skin|tone
🧑🏾‍🔬	scientist: medium-dark skin tone	biologist|chemist|dark|engineer|mathematician|medium|medium-dark skin tone|physicist|scientist|scientist: medium-dark skin tone|skin|tone
🧑🏿‍🔬	scientist: dark skin tone	biologist|chemist|dark|dark skin tone|engineer|mathematician|physicist|scientist|scientist: dark skin tone|skin|tone
👨‍🔬	man scientist	biologist|chemist|engineer|man|man scientist|mathematician|physicist|scientist
👨🏻‍🔬	man scientist: light skin tone	biologist|chemist|engineer|light|light skin tone|man|man scientist: light skin tone|mathematician|physicist|scientist|skin|tone
👨🏼‍🔬	man scientist: medium-light skin tone	biologist|chemist|engineer|light|man|man scientist: medium-light skin tone|mathematician|medium|medium-light skin tone|physicist|scientist|skin|tone
👨🏽‍🔬	man scientist: medium skin tone	biologist|chemist|engineer|man|man scientist: medium skin tone|mathematician|medium|medium skin tone|physicist|scientist|skin|tone
👨🏾‍🔬	man scientist: medium-dark skin tone	biologist|chemist|dark|engineer|man|man scientist: medium-dark skin tone|mathematician|medium|medium-dark skin tone|physicist|scientist|skin|tone
👨🏿‍🔬	man scientist: dark skin tone	biologist|chemist|dark|dark skin tone|engineer|man|man scientist: dark skin tone|mathematician|physicist|scientist|skin|tone
👩‍🔬	woman scientist	biologist|chemist|engineer|mathematician|physicist|scientist|woman|woman scientist
👩🏻‍🔬	woman scientist: light skin tone	biologist|chemist|engineer|light|light skin tone|mathematician|physicist|scientist|skin|tone|woman|woman scientist: light skin tone
👩🏼‍🔬	woman scientist: medium-light skin tone	biologist|chemist|engineer|light|mathematician|medium|medium-light skin tone|physicist|scientist|skin|tone|woman|woman scientist: medium-light skin tone
👩🏽‍🔬	woman scientist: medium skin tone	biologist|chemist|engineer|mathematician|medium|medium skin tone|physicist|scientist|skin|tone|woman|woman scientist: medium skin tone
👩🏾‍🔬	woman scientist: medium-dark skin tone	biologist|chemist|dark|engineer|mathematician|medium|medium-dark skin tone|physicist|scientist|skin|tone|woman|woman scientist: medium-dark skin tone
👩🏿‍🔬	woman scientist: dark skin tone	biologist|chemist|dark|dark skin tone|engineer|mathematician|physicist|scientist|skin|tone|woman|woman scientist: dark skin tone
🧑‍💻	technologist	coder|computer|developer|inventor|software|technologist
🧑🏻‍💻	technologist: light skin tone	coder|computer|developer|inventor|light|light skin tone|skin|software|technologist|technologist: light skin tone|tone
🧑🏼‍💻	technologist: medium-light skin tone	coder|computer|developer|inventor|light|medium|medium-light skin tone|skin|software|technologist|technologist: medium-light skin tone|tone
🧑🏽‍💻	technologist: medium skin tone	coder|computer|developer|inventor|medium|medium skin tone|skin|software|technologist|technologist: medium skin tone|tone
🧑🏾‍💻	technologist: medium-dark skin tone	coder|computer|dark|developer|inventor|medium|medium-dark skin tone|skin|software|technologist|technologist: medium-dark skin tone|tone
🧑🏿‍💻	technologist: dark skin tone	coder|computer|dark|dark skin tone|developer|inventor|skin|software|technologist|technologist: dark skin tone|tone
👨‍💻	man technologist	coder|computer|developer|inventor|man|man technologist|software|technologist
👨🏻‍💻	man technologist: light skin tone	coder|computer|developer|inventor|light|light skin tone|man|man technologist: light skin tone|skin|software|technologist|tone
👨🏼‍💻	man technologist: medium-light skin tone	coder|computer|developer|inventor|light|man|man technologist: medium-light skin tone|medium|medium-light skin tone|skin|software|technologist|tone
👨🏽‍💻	man technologist: medium skin tone	coder|computer|developer|inventor|man|man technologist: medium skin tone|medium|medium skin tone|skin|software|technologist|tone
👨🏾‍💻	man technologist: medium-dark skin tone	coder|computer|dark|developer|inventor|man|man technologist: medium-dark skin tone|medium|medium-dark skin tone|skin|software|technologist|tone
👨🏿‍💻	man technologist: dark skin tone	coder|computer|dark|dark skin tone|developer|inventor|man|man technologist: dark skin tone|skin|software|technologist|tone
👩‍💻	woman technologist	coder|computer|developer|inventor|software|technologist|woman|woman technologist
👩🏻‍💻	woman technologist: light skin tone	coder|computer|developer|inventor|light|light skin tone|skin|software|technologist|tone|woman|woman technologist: light skin tone
👩🏼‍💻	woman technologist: medium-light skin tone	coder|computer|developer|inventor|light|medium|medium-light skin tone|skin|software|technologist|tone|woman|woman technologist: medium-light skin tone
👩🏽‍💻	woman technologist: medium skin tone	coder|computer|developer|inventor|medium|medium skin tone|skin|software|technologist|tone|woman|woman technologist: medium skin tone
👩🏾‍💻	woman technologist: medium-dark skin tone	coder|computer|dark|developer|inventor|medium|medium-dark skin tone|skin|software|technologist|tone|woman|woman technologist: medium-dark skin tone
👩🏿‍💻	woman technologist: dark skin tone	coder|computer|dark|dark skin tone|developer|inventor|skin|software|technologist|tone|woman|woman technologist: dark skin tone
🧑‍🎤	singer	actor|entertainer|rock|rockstar|singer|star
🧑🏻‍🎤	singer: light skin tone	actor|entertainer|light|light skin tone|rock|rockstar|singer|singer: light skin tone|skin|star|tone
🧑🏼‍🎤	singer: medium-light skin tone	actor|entertainer|light|medium|medium-light skin tone|rock|rockstar|singer|singer: medium-light skin tone|skin|star|tone
🧑🏽‍🎤	singer: medium skin tone	actor|entertainer|medium|medium skin tone|rock|rockstar|singer|singer: medium skin tone|skin|star|tone
🧑🏾‍🎤	singer: medium-dark skin tone	actor|dark|entertainer|medium|medium-dark skin tone|rock|rockstar|singer|singer: medium-dark skin tone|skin|star|tone
🧑🏿‍🎤	singer: dark skin tone	actor|dark|dark skin tone|entertainer|rock|rockstar|singer|singer: dark skin tone|skin|star|tone
👨‍🎤	man singer	actor|entertainer|man|man singer|rock|rockstar|singer|star
👨🏻‍🎤	man singer: light skin tone	actor|entertainer|light|light skin tone|man|man singer: light skin tone|rock|rockstar|singer|skin|star|tone
👨🏼‍🎤	man singer: medium-light skin tone	actor|entertainer|light|man|man singer: medium-light skin tone|medium|medium-light skin tone|rock|rockstar|singer|skin|star|tone
👨🏽‍🎤	man singer: medium skin tone	actor|entertainer|man|man singer: medium skin tone|medium|medium skin tone|rock|rockstar|singer|skin|star|tone
👨🏾‍🎤	man singer: medium-dark skin tone	actor|dark|entertainer|man|man singer: medium-dark skin tone|medium|medium-dark skin tone|rock|rockstar|singer|skin|star|tone
👨🏿‍🎤	man singer: dark skin tone	actor|dark|dark skin tone|entertainer|man|man singer: dark skin tone|rock|rockstar|singer|skin|star|tone
👩‍🎤	woman singer	actor|entertainer|rock|rockstar|singer|star|woman|woman singer
👩🏻‍🎤	woman singer: light skin tone	actor|entertainer|light|light skin tone|rock|rockstar|singer|skin|star|tone|woman|woman singer: light skin tone
👩🏼‍🎤	woman singer: medium-light skin tone	actor|entertainer|light|medium|medium-light skin tone|rock|rockstar|singer|skin|star|tone|woman|woman singer: medium-light skin tone
👩🏽‍🎤	woman singer: medium skin tone	actor|entertainer|medium|medium skin tone|rock|rockstar|singer|skin|star|tone|woman|woman singer: medium skin tone
👩🏾‍🎤	woman singer: medium-dark skin tone	actor|dark|entertainer|medium|medium-dark skin tone|rock|rockstar|singer|skin|star|tone|woman|woman singer: medium-dark skin tone
👩🏿‍🎤	woman singer: dark skin tone	actor|dark|dark skin tone|entertainer|rock|rockstar|singer|skin|star|tone|woman|woman singer: dark skin tone
🧑‍🎨	artist	artist|palette
🧑🏻‍🎨	artist: light skin tone	artist|artist: light skin tone|light|light skin tone|palette|skin|tone
🧑🏼‍🎨	artist: medium-light skin tone	artist|artist: medium-light skin tone|light|medium|medium-light skin tone|palette|skin|tone
🧑🏽‍🎨	artist: medium skin tone	artist|artist: medium skin tone|medium|medium skin tone|palette|skin|tone
🧑🏾‍🎨	artist: medium-dark skin tone	artist|artist: medium-dark skin tone|dark|medium|medium-dark skin tone|palette|skin|tone
🧑🏿‍🎨	artist: dark skin tone	artist|artist: dark skin tone|dark|dark skin tone|palette|skin|tone
👨‍🎨	man artist	artist|man|man artist|palette
👨🏻‍🎨	man artist: light skin tone	artist|light|light skin tone|man|man artist: light skin tone|palette|skin|tone
👨🏼‍🎨	man artist: medium-light skin tone	artist|light|man|man artist: medium-light skin tone|medium|medium-light skin tone|palette|skin|tone
👨🏽‍🎨	man artist: medium skin tone	artist|man|man artist: medium skin tone|medium|medium skin tone|palette|skin|tone
👨🏾‍🎨	man artist: medium-dark skin tone	artist|dark|man|man artist: medium-dark skin tone|medium|medium-dark skin tone|palette|skin|tone
